 	Mean1	Mean2	Mean3
850	843.286	2197.806	1338.302
851	961.429	2515.774	1306.660
852	896.171	2367.258	1200.189
853	864.629	2104.290	1112.189
854	813.086	1976.000	1070.321
855	813.971	1835.419	1033.736
856	798.257	1646.032	1005.981
857	788.686	1610.323	987.924
858	797.257	1450.903	986.868
859	814.286	1422.419	1005.887
860	794.143	1240.839	956.604
861	760.914	1142.452	949.453
862	773.629	1105.452	952.038
863	767.486	1056.355	964.057
864	756.229	996.226	994.283
865	786.686	991.548	997.604
866	864.257	1059.774	1130.925
867	1056.800	1372.129	1272.925
868	961.143	1498.903	1180.132
869	918.829	1337.806	1131.811
870	861.400	1221.258	1072.019
871	893.114	1255.097	1083.641
872	864.229	1290.839	1065.906
873	858.371	1394.355	1059.509
874	824.286	1436.194	1053.151
875	870.629	1608.806	1036.453
876	924.686	1763.968	1108.434
877	1021.343	2217.452	1191.170
878	990.457	2209.129	1284.075
879	948.429	2120.452	1242.434
880	889.686	2037.323	1211.434
881	859.914	1972.968	1122.170
882	914.029	1773.742	1081.547
883	972.600	1636.613	1048.906
884	898.286	1492.065	979.811
885	946.514	1384.806	957.019
886	952.229	1297.065	963.887
887	976.429	1235.419	984.868
888	973.886	1202.742	992.302
889	951.029	1125.935	952.698
890	852.629	1050.968	975.321
891	814.971	1013.323	941.736
892	792.943	958.258	941.283
893	778.371	925.355	938.264
894	809.057	933.290	934.113
895	905.429	898.194	933.679
896	1016.971	952.968	989.321
897	1332.657	942.290	1037.359
898	1405.000	949.000	1048.641
899	1337.143	979.710	1070.547
900	1268.771	946.677	1101.774
901	1236.514	1028.806	1185.321
902	1317.057	1063.419	1272.547
903	1324.114	1113.258	1367.453
904	1406.914	1075.161	1323.604
905	1304.400	1020.226	1247.925
906	1135.171	974.645	1167.981
907	1067.143	951.645	1119.170
908	1017.543	987.903	1116.396
909	953.457	987.581	1083.849
910	996.943	1060.258	1175.094
911	1229.086	1236.323	1270.359
912	1482.143	1633.032	1314.547
913	1372.343	1761.613	1249.981
914	1242.829	1554.129	1221.302
915	1056.514	1308.516	1119.453
916	949.686	1230.677	1046.868
917	920.400	1135.097	995.962
918	869.229	1072.677	983.641
919	854.114	1032.806	976.792
920	938.971	1057.226	976.924
921	905.914	969.871	974.509
922	851.343	929.194	985.302
923	802.229	907.935	977.415
924	797.171	880.387	995.170
925	770.543	858.032	965.641
926	789.286	895.742	988.547
927	929.114	922.871	1046.717
928	1106.857	941.806	1051.774
929	1034.743	902.774	1039.830
930	1044.086	913.065	1013.981
931	1094.771	917.065	1005.547
932	1119.943	938.323	1016.924
933	1106.457	953.032	1032.623
934	1138.657	981.710	1055.283
935	1368.914	991.871	1099.113
936	1450.257	1007.516	1089.528
937	1622.943	1013.097	1115.906
938	1714.400	1051.129	1127.868
939	1853.286	1033.548	1160.283
940	1725.200	964.903	1095.491
941	1823.686	985.129	1068.811
942	1762.429	1095.258	1056.132
943	1554.400	1063.129	1025.604
944	1406.571	998.387	983.792
945	1446.429	1047.710	990.585
946	1438.029	1019.742	981.094
947	1310.914	981.839	979.868
948	1153.057	908.613	975.943
949	1050.914	935.548	952.340
950	985.486	914.290	934.151
951	931.629	874.806	966.736
952	875.486	887.387	927.226
953	837.657	852.742	940.396
954	818.857	839.871	926.302
955	788.600	840.129	926.811
956	803.829	848.065	953.830
957	985.657	985.065	1086.283
958	1084.714	1067.968	1250.679
959	1120.086	1149.097	1374.226
960	1172.600	1125.355	1346.887
961	1196.257	1065.484	1432.472
962	1150.857	1038.258	1427.830
963	1296.257	1096.452	1494.472
964	1484.657	1126.355	1515.925
965	1565.114	1222.645	1594.736
966	1633.314	1331.742	1657.189
967	1634.143	1347.129	1664.981
968	1585.714	1340.032	1700.849
969	1441.514	1299.581	1766.547
970	1371.286	1246.258	1754.623
971	1167.857	1049.129	1623.736
972	1238.057	1108.129	1644.943
973	1229.200	1099.613	1499.585
974	1096.686	1001.710	1355.868
975	984.714	937.000	1284.792
976	928.629	883.548	1187.962
977	876.829	879.129	1140.359
978	850.571	913.645	1132.830
979	834.314	939.452	1110.623
980	806.086	912.194	1076.641
981	846.229	951.935	1095.736
982	800.257	916.774	1088.623
983	781.486	923.194	1084.057
984	773.200	882.258	1043.509
985	768.686	860.871	1069.340
986	766.829	888.516	1067.604
987	811.143	901.677	1085.641
988	873.971	984.000	1185.792
989	1049.400	1117.323	1246.453
990	1017.514	1150.258	1234.264
991	1028.971	1231.806	1197.906
992	1010.743	1190.935	1233.943
993	960.629	1134.548	1181.585
994	962.771	1126.387	1197.811
995	953.943	1131.935	1227.113
996	958.314	1089.129	1199.208
997	936.286	1031.097	1151.792
998	897.229	992.581	1107.132
999	867.229	971.581	1101.038
1000	848.800	958.484	1091.509
1001	857.571	952.613	1066.849
1002	853.771	964.129	1031.000
1003	855.543	979.742	1027.132
1004	923.743	999.742	1037.472
1005	954.743	1044.581	1040.755
1006	896.629	988.871	1006.151
1007	844.829	967.548	971.283
1008	816.914	892.097	966.283
1009	771.229	887.258	960.151
1010	731.314	855.129	940.170
1011	750.743	843.516	928.547
1012	736.914	834.774	914.321
1013	726.029	853.258	927.811
1014	714.457	841.226	940.377
1015	732.486	822.645	926.377
1016	727.229	786.355	934.623
1017	773.971	810.710	947.396
1018	891.229	994.065	1019.000
1019	930.114	1093.677	1070.679
1020	885.457	1057.935	1057.906
1021	875.543	1068.548	1021.208
1022	875.086	1074.903	1050.245
1023	903.286	1089.258	1090.660
1024	879.286	1056.226	1056.396
1025	878.914	1067.355	1026.132
1026	888.971	1128.968	1090.660
1027	875.086	1111.258	1126.623
1028	879.857	1246.290	1110.245
1029	894.257	1331.097	1103.453
1030	907.857	1306.387	1095.226
1031	931.229	1268.194	1072.094
1032	991.571	1387.968	1144.755
1033	1164.600	1621.516	1183.208
1034	1284.257	1577.774	1130.170
1035	1110.571	1437.161	1059.170
1036	1021.514	1288.935	1048.943
1037	930.914	1142.742	979.698
1038	862.086	1084.742	959.755
1039	834.800	1028.355	957.000
1040	792.514	966.194	959.302
1041	806.743	979.548	945.038
1042	764.286	952.581	959.226
1043	852.257	951.871	1088.000
1044	862.457	995.290	1117.396
1045	851.714	970.613	1098.151
1046	839.914	946.935	1073.264
1047	874.600	964.419	1079.057
1048	919.343	984.387	1172.509
1049	1145.257	1091.774	1348.019
1050	1160.171	1126.129	1368.321
1051	1167.543	1195.613	1463.585
1052	1122.229	1152.742	1394.170
1053	1057.114	1079.097	1322.057
1054	981.314	997.290	1253.264
1055	954.686	951.484	1215.019
1056	935.371	955.839	1160.113
1057	905.257	950.645	1128.679
1058	894.743	923.355	1106.774
1059	871.029	898.613	1100.868
1060	845.543	904.419	1049.453
1061	835.457	963.581	1060.679
1062	883.143	1046.903	1114.208
1063	967.029	1199.839	1198.000
1064	1205.057	1210.194	1206.245
1065	1222.829	1138.548	1159.283
1066	1108.171	1022.968	1086.434
1067	977.400	948.645	1016.321
1068	924.600	954.484	994.585
1069	865.857	917.742	994.698
1070	850.200	909.516	989.717
1071	836.114	906.742	981.906
1072	789.029	888.065	981.226
1073	807.114	860.032	969.321
1074	776.514	852.484	945.528
1075	745.029	833.742	950.717
1076	756.057	826.452	954.887
1077	764.600	808.839	957.302
1078	843.571	908.613	1034.755
1079	1292.343	1033.903	1262.585
1080	1382.514	1048.000	1263.830
1081	1276.343	1003.806	1197.019
1082	1231.914	976.355	1203.887
1083	1178.829	926.839	1156.113
1084	1107.600	973.419	1187.604
1085	1151.914	999.935	1197.717
1086	1178.000	986.226	1201.811
1087	1135.114	952.839	1197.208
1088	1065.343	954.000	1171.283
1089	984.486	914.355	1126.208
1090	914.314	882.903	1091.189
1091	960.629	932.645	1079.000
1092	902.914	921.323	1065.755
1093	904.857	931.129	1071.113
1094	926.257	1007.710	1091.038
1095	965.314	985.065	1074.906
1096	853.943	936.645	1049.434
1097	810.886	896.516	1003.132
1098	794.114	885.097	993.509
1099	768.257	870.871	996.151
1100	764.429	855.968	999.604
1101	779.257	847.000	976.377
1102	753.657	868.129	1002.528
1103	773.000	840.323	973.076
1104	753.857	871.355	973.359
1105	739.457	814.935	967.340
1106	726.143	814.742	949.792
1107	759.514	861.871	990.528
1108	812.686	861.000	1024.075
1109	1287.143	1013.613	1177.585
1110	1349.543	1012.968	1142.434
1111	1256.114	951.323	1108.717
1112	1314.457	926.323	1080.019
1113	1355.571	958.645	1141.359
1114	1307.429	970.613	1149.604
1115	1424.771	1002.677	1188.019
1116	1606.000	1041.548	1215.585
1117	1857.314	1070.258	1255.226
1118	1787.771	1014.871	1208.151
1119	1727.286	1043.065	1224.830
1120	1723.857	1047.710	1238.151
1121	1674.829	1016.355	1238.019
1122	1595.486	994.677	1204.189
1123	1684.714	1001.484	1201.415
1124	1765.457	1072.161	1225.321
1125	1907.800	1166.065	1194.679
1126	1696.400	1015.290	1098.434
1127	1509.171	1027.065	1080.849
1128	1323.629	972.290	1032.547
1129	1213.800	950.774	1033.641
1130	1107.829	940.419	1020.717
1131	1022.514	922.065	979.208
1132	977.371	883.484	973.924
1133	932.314	892.258	996.038
1134	866.914	912.484	1001.396
1135	860.371	954.387	1036.038
1136	850.743	932.129	1031.245
1137	841.571	896.129	1063.755
1138	813.971	910.581	1035.641
1139	986.029	974.355	1158.868
1140	1309.771	997.161	1203.660
1141	1224.171	931.258	1205.359
1142	1181.086	929.290	1158.208
1143	1217.314	935.097	1157.887
1144	1240.829	895.000	1165.679
1145	1366.800	977.548	1211.434
1146	1534.486	1027.129	1327.491
1147	1616.343	1035.387	1376.434
1148	1517.629	1010.742	1391.925
1149	1444.343	942.419	1285.943
1150	1323.257	902.935	1228.264
1151	1171.600	870.806	1168.755
1152	1070.200	865.806	1131.774
1153	1007.029	878.871	1137.887
1154	1060.400	962.097	1220.774
1155	1175.971	978.968	1199.000
1156	1229.571	893.032	1149.566
1157	1167.829	885.032	1094.283
1158	1064.314	814.774	1028.698
1159	1071.829	845.290	1027.717
1160	1041.971	838.935	1010.245
1161	1012.857	871.097	1070.377
1162	954.514	875.516	1043.698
1163	915.886	899.903	1034.736
1164	919.514	942.226	1092.189
1165	938.257	995.323	1222.038
1166	899.714	948.742	1258.113
1167	833.143	908.613	1288.830
1168	828.857	879.742	1215.415
1169	1027.114	1036.161	1378.283
1170	1265.057	1136.968	1591.528
1171	1216.257	1096.871	1520.887
1172	1155.343	1001.935	1418.943
1173	1099.229	990.645	1328.453
1174	1028.343	925.258	1227.962
1175	960.486	1012.419	1167.208
1176	966.371	1035.548	1175.472
1177	1213.857	1123.323	1514.151
1178	1186.314	1055.903	1474.774
1179	1188.829	1051.387	1602.566
1180	1088.886	993.129	1553.075
1181	1224.114	1057.065	1623.321
1182	1202.343	1087.000	1553.208
1183	1370.143	1236.968	1559.962
1184	1348.600	1255.839	1473.736
1185	1392.057	1369.903	1377.264
1186	1246.457	1256.903	1257.019
1187	1104.714	1143.419	1162.415
1188	1007.514	1070.323	1109.208
1189	1075.114	1049.161	1091.472
1190	1002.171	996.323	1062.755
1191	921.057	983.903	1048.849
1192	869.829	929.129	1014.245
1193	842.229	912.323	1005.698
1194	782.057	882.645	964.132
1195	790.714	907.903	1007.226
1196	813.429	884.226	1029.698
1197	797.743	884.194	1134.849
1198	770.743	848.645	1164.359
1199	766.743	857.129	1169.226
1200	847.029	1038.290	1301.113
1201	839.943	1144.935	1322.321
1202	869.514	1265.129	1448.981
1203	816.400	1263.065	1359.849
1204	793.286	1386.097	1291.075
1205	801.771	1499.032	1363.811
1206	842.714	1439.742	1406.887
1207	881.286	1453.484	1501.189
1208	915.971	1441.161	1530.679
1209	975.743	1480.194	1825.019
1210	1018.286	1626.419	2050.566
1211	1039.229	1740.419	2168.642
1212	994.343	1705.516	2099.849
1213	991.400	1682.871	2294.774
1214	1065.943	1642.452	2131.245
1215	1269.057	2068.548	2377.170
1216	1227.800	1994.871	2151.811
1217	1119.343	1740.129	1903.359
1218	999.143	1545.484	1751.113
1219	922.000	1363.419	1619.509
1220	896.429	1301.387	1545.660
1221	851.400	1238.710	1531.491
1222	825.371	1140.484	1411.113
1223	834.629	1128.613	1361.113
1224	826.600	1082.000	1258.453
1225	759.857	1029.484	1158.604
1226	770.086	1009.871	1138.491
1227	757.143	951.839	1100.113
1228	741.743	908.484	1062.925
1229	734.143	877.000	1030.925
1230	777.486	925.258	1098.698
1231	1022.029	1181.968	1778.736
1232	1037.371	1591.903	1808.396
1233	1043.057	1669.645	1681.189
1234	999.771	1549.258	1524.132
1235	965.686	1419.161	1516.717
1236	959.057	1371.806	1464.472
1237	909.543	1522.903	1382.623
1238	865.229	1478.065	1306.245
1239	880.314	1533.710	1314.962
1240	903.143	1504.581	1319.377
1241	865.371	1414.677	1232.019
1242	840.771	1346.484	1235.830
1243	919.029	1324.129	1509.491
1244	1012.143	1466.452	1679.849
1245	1180.029	1673.613	1810.887
1246	1412.029	1664.484	1671.943
1247	1251.429	1518.968	1492.453
1248	1124.029	1383.258	1377.302
1249	1043.229	1269.226	1225.491
1250	938.286	1181.516	1143.679
1251	990.143	1151.032	1105.585
1252	1022.743	1088.194	1112.604
1253	975.743	1077.355	1102.641
1254	935.914	1027.129	1116.415
1255	896.029	989.226	1170.170
1256	856.857	930.452	1166.774
1257	804.800	913.161	1089.811
1258	780.343	855.032	1028.811
1259	777.629	837.484	997.547
1260	854.914	885.871	1030.094
1261	968.629	909.129	1095.491
1262	1045.000	920.419	1080.792
1263	1036.543	1012.710	1165.962
1264	1134.171	1112.677	1319.755
1265	1240.943	1210.226	1433.604
1266	1200.286	1134.645	1395.679
1267	1089.457	1075.484	1358.132
1268	1036.543	1045.226	1316.283
1269	1016.286	991.258	1258.340
1270	951.657	986.387	1224.075
1271	922.600	955.871	1190.321
1272	923.971	954.452	1172.359
1273	955.314	992.258	1156.585
1274	959.971	972.968	1157.132
1275	965.229	1000.710	1139.321
1276	1038.514	1220.258	1175.679
1277	1030.400	1219.032	1152.245
1278	1026.086	1279.935	1155.283
1279	1000.171	1256.774	1140.283
1280	968.857	1260.806	1115.340
1281	927.171	1211.258	1086.868
1282	951.086	1159.258	1005.094
1283	898.257	1099.290	995.491
1284	913.800	1114.903	991.170
1285	882.771	1274.806	978.019
1286	841.143	1266.806	971.415
1287	802.571	1244.742	966.509
1288	792.400	1127.742	957.679
1289	769.971	1068.194	921.830
1290	827.171	987.645	953.170
1291	1217.971	1067.548	1042.283
1292	1269.371	1042.387	1087.774
1293	1230.800	993.548	1051.377
1294	1218.314	952.645	1051.811
1295	1337.000	957.355	1071.830
1296	1441.914	983.097	1120.755
1297	2018.914	1047.710	1231.283
1298	2802.629	1126.065	1257.925
1299	2721.514	1058.613	1320.547
1300	2759.057	1095.097	1328.698
1301	2744.229	1120.677	1327.717
1302	2801.886	1218.387	1425.189
1303	2561.886	1450.226	1610.887
1304	2765.771	1455.161	1695.283
1305	2757.829	1352.839	1656.679
1306	2696.229	1451.613	1676.359
1307	2660.229	1302.194	1549.830
1308	2585.600	1335.677	1494.000
1309	2233.314	1141.871	1294.962
1310	2007.429	1063.097	1233.321
1311	1764.143	983.871	1202.679
1312	1555.686	939.452	1146.962
1313	1392.514	887.968	1099.792
1314	1201.200	907.290	1074.792
1315	1172.857	858.065	1060.528
1316	1059.571	857.032	1028.472
1317	990.400	870.677	1048.113
1318	962.457	890.710	1051.755
1319	891.486	868.613	1039.566
1320	858.657	842.968	1019.359
1321	884.600	904.581	1125.472
1322	932.543	959.935	1213.113
1323	941.714	950.290	1261.208
1324	940.886	927.000	1268.792
1325	874.857	850.032	1236.547
1326	821.400	843.194	1158.792
1327	845.571	862.387	1130.547
1328	815.257	829.645	1120.377
1329	783.771	837.839	1092.868
1330	772.257	845.065	1063.604
1331	796.314	859.839	1057.981
1332	808.286	849.226	1070.189
1333	823.486	840.290	1054.208
1334	815.029	825.387	1029.660
1335	789.886	848.387	1015.604
1336	949.943	1049.290	1123.925
1337	1367.629	1269.903	1155.189
1338	1415.486	1149.839	1105.774
1339	1271.571	1056.774	1056.434
1340	1253.171	981.258	998.359
1341	1159.114	923.677	958.434
1342	1107.200	900.516	982.623
1343	1035.486	890.968	963.208
1344	981.857	878.419	939.396
1345	936.914	849.419	925.094
1346	947.314	863.903	964.321
1347	876.429	867.097	999.302
1348	863.486	900.032	1031.830
1349	878.143	927.806	1011.981
1350	859.229	928.097	1042.396
1351	1115.000	1175.677	1222.321
1352	1281.571	1265.290	1324.811
1353	1175.229	1115.839	1297.434
1354	1075.571	1028.129	1254.830
1355	982.743	971.258	1186.641
1356	951.657	909.806	1149.038
1357	907.629	880.710	1093.000
1358	859.200	888.903	1115.472
1359	865.000	903.290	1094.283
1360	889.943	864.742	1057.755
1361	930.343	886.677	1028.321
1362	890.171	880.355	1021.491
1363	898.486	923.839	1052.264
1364	926.514	976.548	1087.208
1365	945.800	994.355	1128.736
1366	1043.486	1043.968	1137.038
1367	1200.229	1161.323	1183.585
1368	1126.400	1105.806	1083.377
1369	1036.857	984.419	1012.717
1370	979.457	952.903	1006.830
1371	970.200	948.548	1049.491
1372	898.257	914.548	1055.660
1373	855.657	894.097	1049.660
1374	840.400	883.161	1060.340
1375	794.914	873.258	1074.623
1376	812.171	873.258	1033.811
1377	770.543	859.194	1051.774
1378	810.714	890.258	1096.868
1379	785.057	887.484	1058.868
1380	767.486	865.710	1040.453
1381	751.314	837.161	1006.132
1382	827.543	1096.548	1034.868
1383	839.371	1384.323	1029.491
1384	840.343	1471.258	1036.717
1385	890.171	1461.645	1067.736
1386	898.143	1582.419	1046.415
1387	887.371	1669.871	1052.377
1388	846.400	1561.194	1061.660
1389	853.000	1546.258	1036.566
1390	866.714	1456.774	1024.623
1391	872.629	1533.806	1061.453
1392	867.800	1547.548	1056.377
1393	855.143	1479.806	1053.057
1394	858.629	1400.000	1082.113
1395	853.571	1322.774	1072.849
1396	856.143	1261.000	1084.547
1397	906.686	1408.194	1129.962
1398	890.143	1305.065	1072.094
1399	810.971	1185.774	1027.377
1400	799.771	1082.871	994.792
1401	802.857	1009.710	972.604
1402	765.800	986.581	954.491
1403	747.600	936.000	950.226
1404	724.371	917.226	954.170
1405	739.200	900.323	939.849
1406	708.800	879.806	949.604
1407	744.571	856.710	946.208
1408	748.371	866.484	973.604
1409	752.200	891.065	994.170
1410	798.714	882.645	1010.170
1411	790.771	886.323	1013.151
1412	881.600	924.839	1138.849
1413	924.314	1021.806	1251.717
1414	946.914	985.613	1248.189
1415	930.457	991.419	1216.736
1416	874.257	935.032	1147.208
1417	854.429	910.806	1110.321
1418	846.143	896.097	1084.547
1419	840.800	892.097	1058.943
1420	828.200	899.452	1042.170
1421	809.886	897.097	1036.377
1422	797.057	903.903	1062.113
1423	852.857	951.226	1077.604
1424	851.543	963.097	1089.434
1425	827.657	918.742	1064.509
1426	820.714	942.516	1064.679
1427	845.314	1031.032	1089.415
1428	887.857	1048.032	1057.943
1429	830.571	984.968	1019.094
1430	764.086	892.452	971.774
1431	748.114	894.419	946.906
1432	734.714	861.871	932.566
1433	739.457	892.806	936.170
1434	732.657	844.806	923.698
1435	752.429	808.839	904.132
1436	723.800	822.968	894.792
1437	714.800	828.903	897.434
1438	696.600	819.194	908.943
1439	675.257	826.516	874.849
1440	678.971	801.710	889.736
1441	702.286	816.032	921.283
1442	783.771	852.806	1011.830
1443	889.429	926.452	1111.377
1444	968.286	931.871	1126.491
1445	976.286	961.871	1147.755
1446	988.343	944.871	1122.415
1447	965.486	889.839	1106.226
1448	910.800	885.839	1114.566
1449	1017.371	953.839	1140.528
1450	1044.029	1002.548	1148.566
1451	1051.514	979.387	1156.566
1452	1061.086	979.226	1161.887
1453	1079.200	966.290	1183.264
1454	1080.514	1003.677	1215.491
1455	1135.200	1008.097	1212.623
1456	1051.200	960.581	1182.736
1457	1064.543	1046.742	1247.094
1458	1111.971	1101.516	1373.925
1459	1181.486	1097.645	1288.113
1460	1111.086	1048.290	1238.151
1461	1006.286	989.194	1198.491
1462	947.514	965.645	1138.321
1463	896.571	918.419	1131.170
1464	901.029	947.387	1132.566
1465	896.171	929.548	1198.623
1466	863.857	924.226	1176.811
1467	850.143	901.129	1147.170
1468	814.429	889.645	1143.887
1469	856.829	880.871	1154.226
1470	818.571	872.710	1141.075
1471	805.457	851.645	1050.245
1472	837.171	832.613	1063.075
1473	1122.086	945.129	1149.604
1474	1134.086	950.065	1182.302
1475	1076.086	928.452	1158.340
1476	1049.314	897.065	1175.377
1477	978.771	871.677	1108.075
1478	897.371	842.226	1070.717
1479	922.971	826.871	1020.264
1480	912.314	842.065	1026.679
1481	994.143	872.226	1032.774
1482	1132.057	896.290	1037.717
1483	1258.457	908.032	1071.283
1484	1275.714	930.742	1057.906
1485	1290.029	920.258	1086.415
1486	1366.457	912.581	1065.962
1487	1372.371	884.355	1055.094
1488	1590.029	995.000	1106.981
1489	2034.514	1325.194	1113.094
1490	2067.800	1382.516	1098.359
1491	1917.286	1308.710	1040.245
1492	1811.771	1233.903	1029.660
1493	1687.029	1141.581	1012.547
1494	1499.229	1079.355	989.038
1495	1324.943	955.677	942.321
1496	1183.857	950.161	922.887
1497	1071.714	929.645	924.585
1498	1010.800	884.290	932.377
1499	929.743	889.290	900.132
1500	878.143	854.194	895.170
1501	849.229	821.032	895.547
1502	826.771	820.484	906.604
1503	895.943	869.161	1012.000
1504	1020.371	901.290	1271.887
1505	970.486	892.710	1236.434
1506	947.200	913.355	1240.019
1507	966.571	926.581	1231.208
1508	1192.686	998.484	1320.264
1509	1738.857	1286.806	1480.377
1510	1818.400	1223.613	1430.698
1511	1801.371	1166.968	1383.811
1512	1832.314	1134.226	1292.170
1513	1651.629	1071.613	1229.189
1514	1617.114	1051.258	1190.887
1515	1696.029	1035.871	1186.283
1516	1835.514	1054.645	1265.377
1517	1725.686	1000.194	1218.943
1518	1987.543	1194.645	1204.698
1519	2321.971	1340.452	1205.641
1520	2090.600	1231.903	1096.679
1521	1913.057	1138.065	1106.415
1522	1711.600	1065.806	1041.547
1523	1616.086	1042.355	1110.208
1524	1608.543	1065.194	1288.019
1525	1432.971	1081.581	1316.641
1526	1315.743	1000.968	1266.585
1527	1203.057	986.516	1194.981
1528	1220.514	961.065	1189.170
1529	1169.143	967.742	1121.113
1530	1126.257	1132.129	1141.585
1531	1153.571	1179.806	1187.641
1532	1112.714	1073.484	1163.830
1533	1086.829	1096.839	1309.038
1534	1222.000	1228.194	1652.509
1535	1043.371	1132.581	1468.075
1536	951.571	1040.968	1325.094
1537	1097.000	1191.935	1618.717
1538	1468.029	1280.097	2099.019
1539	1356.514	1234.000	2104.962
1540	1336.486	1280.484	2263.453
1541	1305.743	1215.000	2493.358
1542	1174.343	1165.516	2369.642
1543	1113.371	1053.226	2151.943
1544	1093.514	1028.710	1991.906
1545	1020.657	1003.742	1773.660
1546	947.057	924.677	1609.359
1547	909.200	963.581	1582.359
1548	953.914	1247.806	1544.925
1549	1381.400	1514.774	1467.208
1550	1431.629	1474.000	1330.434
1551	1297.429	1270.871	1239.491
1552	1109.829	1175.419	1182.774
1553	1034.257	1116.806	1103.547
1554	965.686	1046.935	1041.849
1555	892.771	1008.548	1002.208
1556	854.457	939.355	987.396
1557	812.943	880.871	948.604
1558	774.200	897.355	968.434
1559	746.257	844.677	944.113
1560	730.886	864.226	953.377
1561	737.629	870.194	926.189
1562	721.000	842.452	1010.755
1563	728.543	836.323	1002.774
1564	773.857	991.871	1023.057
1565	773.857	1286.129	1152.491
1566	841.400	1530.548	1335.057
1567	831.200	1555.290	1353.547
1568	815.514	1566.419	1291.623
1569	818.657	1609.516	1276.925
1570	790.314	1466.613	1242.509
1571	776.514	1349.516	1203.623
1572	782.914	1255.129	1168.340
1573	756.314	1204.065	1203.792
1574	773.371	1263.161	1210.604
1575	862.543	1446.645	1534.792
1576	874.486	1533.677	1594.453
1577	882.143	1509.032	1660.604
1578	846.800	1557.968	1525.509
1579	852.057	1607.839	1384.849
1580	796.229	1456.710	1293.604
1581	818.714	1378.290	1222.170
1582	805.400	1271.742	1148.415
1583	755.800	1169.613	1053.396
1584	726.057	1082.645	1011.453
1585	745.257	1039.903	964.887
1586	711.800	1032.516	959.453
1587	737.743	985.355	961.585
1588	731.457	984.742	977.170
1589	719.771	903.065	957.811
1590	708.514	859.290	1000.792
1591	698.171	886.484	984.924
1592	743.029	849.806	985.641
1593	775.171	838.484	998.943
1594	878.771	867.516	1080.396
1595	1159.886	1199.355	1507.453
1596	1142.800	1355.452	1551.698
1597	1065.600	1201.742	1504.849
1598	974.200	1186.581	1449.792
1599	1043.400	1466.097	1699.943
1600	1150.400	1706.194	1858.604
1601	1193.543	1872.935	1755.906
1602	1128.029	1813.677	1621.170
1603	1101.200	1909.871	1480.528
1604	996.657	1797.161	1374.340
1605	964.343	1747.710	1260.887
1606	945.086	1722.968	1301.792
1607	948.057	1665.484	1498.887
1608	968.971	1757.290	1487.943
1609	1059.857	2001.774	1468.717
1610	1022.829	1854.387	1368.811
1611	957.943	1634.161	1261.472
1612	869.657	1473.097	1179.736
1613	837.000	1332.903	1109.019
1614	785.943	1235.226	1063.208
1615	755.086	1099.452	1007.698
1616	731.314	1081.968	985.245
1617	714.886	1046.290	982.000
1618	701.800	1007.516	968.302
1619	748.514	948.903	978.113
1620	725.829	909.419	972.868
1621	729.229	919.452	1025.755
1622	724.114	901.871	1034.038
1623	732.286	879.903	1034.283
1624	806.486	902.097	1040.774
1625	1082.743	966.710	1216.453
1626	1143.514	988.935	1257.679
1627	1076.343	959.097	1232.377
1628	1124.171	935.645	1194.132
1629	1119.914	946.323	1210.792
1630	1093.857	931.516	1149.736
1631	1011.171	901.484	1121.887
1632	950.171	844.968	1087.887
1633	858.371	807.968	1043.849
1634	893.886	823.226	996.019
1635	885.829	820.968	1016.774
1636	891.200	851.581	1037.038
1637	1107.400	899.710	1078.491
1638	1167.600	880.129	1039.509
1639	1219.171	821.774	1034.340
1640	1082.171	842.548	1032.981
1641	1013.971	870.774	994.226
1642	977.143	912.484	947.226
1643	1054.571	911.226	955.528
1644	972.429	902.226	949.208
1645	980.657	889.258	984.830
1646	939.457	972.645	1017.755
1647	907.514	1021.710	1398.660
1648	851.314	1039.355	1762.245
1649	846.429	1115.000	1968.566
1650	833.200	1105.806	1917.811
1651	756.371	1020.452	1752.679
1652	755.400	959.161	1615.849
1653	748.314	1045.000	1659.283
1654	813.743	1008.226	1724.566
1655	1178.486	1049.548	1709.736
1656	1384.971	1043.645	1673.113
1657	1449.457	1011.000	1563.283
1658	1432.829	954.355	1464.094
1659	1712.143	977.032	1467.245
1660	1757.200	972.419	1405.660
1661	1740.771	981.548	1432.811
1662	1763.200	1020.194	1360.340
1663	2047.429	1067.613	1348.453
1664	2083.428	1094.613	1350.283
1665	2028.686	1075.484	1409.660
1666	2051.800	1109.355	1498.962
1667	2020.543	1140.935	1522.151
1668	1912.514	1103.806	1508.321
1669	1812.600	1241.484	1466.359
1670	1958.314	1608.806	1685.660
1671	1978.657	1394.290	1580.415
1672	1761.743	1343.419	1452.509
1673	1617.429	1282.097	1397.396
1674	1333.114	1117.677	1308.660
1675	1211.886	1032.452	1226.830
1676	1141.943	1025.226	1187.491
1677	1033.171	939.290	1162.906
1678	909.943	886.613	1104.604
1679	868.143	852.548	1085.717
1680	824.314	841.194	1042.679
1681	800.086	836.871	986.755
1682	775.114	824.194	963.245
1683	743.800	790.419	939.717
1684	726.400	803.065	945.038
1685	812.971	864.226	1031.094
1686	863.171	925.065	1111.302
1687	849.600	904.871	1128.811
1688	841.286	854.806	1091.679
1689	779.800	804.677	1049.132
1690	747.314	788.387	1027.755
1691	754.571	813.645	1003.755
1692	750.200	829.903	1008.453
1693	752.314	793.290	990.717
1694	811.457	838.452	1018.906
1695	831.314	839.065	1008.113
